Nombre,URL,Puntuacion,Comentarios,Municipio,Descripcion,Alrededores
"Moderno Apto 2HA, Central con Wifi5G",https://www.booking.com/hotel/co/moderno-apto-2ha-central-con-wifi5g.es.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9pYmFndcOpSApYBGgyiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4wtXGBsACAdICJDBlYTQwYzhiLTNhYzctNDdiYi1hMzc2LTIyOWU5ZDI5ODUzONgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=31&sr_order=popularity&srpvid=eb1b6d9c0fb60a41&srepoch=1758814535&from=searchresults,"9,1",35 comentarios,Ibagué,"Moderno Apto 2HA, Central con Wifi5G está en Ibagué. Este apartamento dispone de parking privado gratis, servicio de limpieza en seco y wifi gratis.

El apartamento, que dispone de Xbox 360, tiene una cocina con nevera y fogones, una sala de estar, una zona de comedor, 2 dormitorios y 2 baños con bañera. Hay toallas y ropa de cama en el apartamento.

El aeropuerto (Aeropuerto de Ibagué) está a 10 km.","¿Qué hay cerca?: Parque Colinas del Norte - 200 m; Parque de la Música - 350 m; Bioparque Santa Ines - 700 m; Universidad cooperativa de colombia - 950 m; Parque del Barrio Pacande - 1,5 km; Parque Bioecológico San Luisú - 1,6 km; Reserva Ecológica Mina del Vergel - 1,8 km; Cancha 7 et. Jordan - 1,9 km; cancha ciudadela bolivar - 2,8 km; Coopentol - 3 km || Restaurantes y cafeterías: RestauranteLena Roja - 100 m; RestauranteStation Pizza - 200 m; RestauranteJs Bbq - 300 m || Aeropuertos más cercanos: Aeropuerto de Ibagué - 7 km"
Apartamento acogedor y amplio en la mejor zona de Ibague,https://www.booking.com/hotel/co/apartamento-acogedor-y-amplio-en-la-mejor-zona-de-ibague.es.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9pYmFndcOpSApYBGgyiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4wtXGBsACAdICJDBlYTQwYzhiLTNhYzctNDdiYi1hMzc2LTIyOWU5ZDI5ODUzONgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=32&sr_order=popularity&srpvid=eb1b6d9c0fb60a41&srepoch=1758814535&from=searchresults,"9,7",4 comentarios,Ibagué,"Apartamento acogedor y amplio en la mejor zona de Ibague se encuentra en Ibagué, en la región de Tolima, y tiene balcón. Dispone de jardín, terraza, vistas al jardín y wifi gratis en todo el alojamiento.

El apartamento de 3 dormitorios cuenta con sala de estar con TV de pantalla plana, cocina totalmente equipada y 2 baños.

El aeropuerto (Aeropuerto de Ibagué) está a 9 km.","¿Qué hay cerca?: Game Box - 500 m; Parque La Floresta - 550 m; Parque Ambalema - 600 m; Parque Jhon F. Kennedy - 700 m; Parque Ambala - 750 m; Megaparque la 60 - 800 m; Parque - 850 m; Cancha 2 Etapa - 900 m; Estación Splash - 1,2 km; Cancha Versalles - 1,2 km || Restaurantes y cafeterías: RestauranteSabores - 30 m; RestauranteFilos Arepas - 40 m; RestauranteEncanto del Mar - 50 m || Aeropuertos más cercanos: Aeropuerto de Ibagué - 8 km; Aeropuerto internacional de El Edén - 99 km"
Paraíso House,https://www.booking.com/hotel/co/paraiso-house.es.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9pYmFndcOpSApYBGgyiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4wtXGBsACAdICJDBlYTQwYzhiLTNhYzctNDdiYi1hMzc2LTIyOWU5ZDI5ODUzONgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=33&sr_order=popularity&srpvid=eb1b6d9c0fb60a41&srepoch=1758814535&from=searchresults,"9,4",65 comentarios,Ibagué,"Paraíso House se encuentra en Ibagué. Se ofrece wifi gratis en todo el alojamiento.

El apartamento ofrece balcón, vistas a la ciudad, zona de estar, TV de pantalla plana, cocina totalmente equipada con nevera y fogones, y baño privado con ducha y artículos de aseo gratuitos.

El aeropuerto (Aeropuerto de Ibagué) está a 8 km.","¿Qué hay cerca?: parque infantil ciudad luz - 850 m; Cancha 2 Etapa - 850 m; Parque - 950 m; Cancha 7 et. Jordan - 1,1 km; cancha ciudadela bolivar - 1,2 km; Parque Ambalema - 1,2 km; Parque La Floresta - 1,2 km; Parque Ambala - 1,2 km; Parque Jhon F. Kennedy - 1,3 km; Game Box - 1,6 km || Restaurantes y cafeterías: RestaurantePizza al Paso - 150 m; RestaurantePizza - 150 m; RestaurantePerraquisimo - 200 m || Aeropuertos más cercanos: Aeropuerto de Ibagué - 7 km"
Denier House Guabinal Apto 2 41-60 AV GUABINAL,https://www.booking.com/hotel/co/denier-house-guabinal-apto-2.es.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9pYmFndcOpSApYBGgyiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4wtXGBsACAdICJDBlYTQwYzhiLTNhYzctNDdiYi1hMzc2LTIyOWU5ZDI5ODUzONgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=34&sr_order=popularity&srpvid=eb1b6d9c0fb60a41&srepoch=1758814535&from=searchresults,"8,9",89 comentarios,Ibagué,"Denier House Guabinal Apto 2 41-60 AV GUABINAL se encuentra en Ibagué. Se ofrece wifi gratis en todo el alojamiento.

Este apartamento cuenta con 2 dormitorios, TV de pantalla plana, zona de comedor, cocina con nevera y sala de estar. Hay toallas y ropa de cama en el apartamento.

El aeropuerto (Aeropuerto de Ibagué) está a 10 km.","¿Qué hay cerca?: Megaparque la 60 - 650 m; Unidad Deportiva de Ibagué - 750 m; Estación Splash - 1,1 km; Bioparque Avenida Ferrocarril - 1,2 km; Cancha Versalles - 1,4 km; Game Box - 1,5 km; Parque La Floresta - 1,7 km; Parque Ambalema - 1,8 km; Parque Jhon F. Kennedy - 1,9 km; Parque Ambala - 1,9 km || Restaurantes y cafeterías: RestauranteAsaderos Mirolindo - 40 m; RestaurantePechugones - 40 m; RestauranteMirador de la Guavinal - 40 m || Aeropuertos más cercanos: Aeropuerto de Ibagué - 9 km; Aeropuerto internacional de El Edén - 98 km"
Apartamento Ibagué La Samaria Mirolindo,https://www.booking.com/hotel/co/apartamento-ibague-la-samaria.es.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9pYmFndcOpSApYBGgyiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4wtXGBsACAdICJDBlYTQwYzhiLTNhYzctNDdiYi1hMzc2LTIyOWU5ZDI5ODUzONgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=35&sr_order=popularity&srpvid=eb1b6d9c0fb60a41&srepoch=1758814535&from=searchresults,"9,8",74 comentarios,Ibagué,"Apartamento Ibagué La Samaria Mirolindo se encuentra en Ibagué y ofrece piscina al aire libre y centro de fitness. Este apartamento dispone de piscina privada, jardín, zona de barbacoa, wifi gratis y parking privado gratis.

El apartamento tiene balcón, 3 dormitorios, sala de estar y cocina bien equipada con minibar. Se ofrece TV de pantalla plana.

El personal de la recepción habla tanto inglés como español y puede ayudar a la clientela a planificar su estancia.

El apartamento cuenta con parque acuático y piscina cubierta.

El aeropuerto (Aeropuerto de Ibagué) está a 5 km.","¿Qué hay cerca?: Recreacafe - 1 km; Parque Mirolindo - 1,8 km; Parque Infantil - 1,9 km; Club Campestre de Ibague - 2,6 km; Plazoleta Comfenalco Cuarta Etapa - 2,6 km; Parque Nuevo Horizonte - 2,6 km; leisure - 2,7 km; Parque Plazoleta San Remo - 2,8 km; Mega parque Santa Rita - 3 km; parque infantil ciudad luz - 3,2 km || Restaurantes y cafeterías: RestauranteDon Matías - 550 m; Cafetería/barDunkin' Donuts - 600 m; RestauranteRestaurante Don matías - 600 m || Aeropuertos más cercanos: Aeropuerto de Ibagué - 5 km"
Alojamiento a 10 minutos del complejo acuático - Piscinas olímpicas de Ibagué,https://www.booking.com/hotel/co/alojamiento-a-10-minutos-del-complejo-acuatico-piscinas-olimpicas-de-ibague.es.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9pYmFndcOpSApYBGgyiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4wtXGBsACAdICJDBlYTQwYzhiLTNhYzctNDdiYi1hMzc2LTIyOWU5ZDI5ODUzONgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=36&sr_order=popularity&srpvid=eb1b6d9c0fb60a41&srepoch=1758814535&from=searchresults,"9,5",4 comentarios,Ibagué,"Alojamiento a 10 minutos del complejo acuático - Piscinas olímpicas de Ibagué está en Ibagué, en la región de Tolima, y tiene patio. Este apartamento dispone de recepción 24 horas y wifi gratis.

El apartamento de 3 dormitorios tiene sala de estar con TV de pantalla plana, cocina totalmente equipada con nevera y fogones, y 1 baño con bañera o ducha. Hay toallas y ropa de cama en el apartamento.

El aeropuerto (Aeropuerto de Ibagué) está a 10 km.","¿Qué hay cerca?: Estación Splash - 850 m; Megaparque la 60 - 900 m; Unidad Deportiva de Ibagué - 1,2 km; Bioparque Avenida Ferrocarril - 1,6 km; Cancha Versalles - 1,7 km; Game Box - 1,8 km; Parque La Floresta - 2 km; Parque Ambalema - 2,1 km; Parque Jhon F. Kennedy - 2,2 km; Parque Ambala - 2,2 km || Restaurantes y cafeterías: RestauranteLa Mecatería de Ale - 350 m; RestauranteEl Pedregal Chino - 700 m; RestaurantePalekjama - 700 m || Aeropuertos más cercanos: Aeropuerto de Ibagué - 10 km; Aeropuerto internacional de El Edén - 97 km"
Denier House II,https://www.booking.com/hotel/co/denier-house-ii-ibague.es.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9pYmFndcOpSApYBGgyiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4wtXGBsACAdICJDBlYTQwYzhiLTNhYzctNDdiYi1hMzc2LTIyOWU5ZDI5ODUzONgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=37&sr_order=popularity&srpvid=eb1b6d9c0fb60a41&srepoch=1758814535&from=searchresults,"8,8",10 comentarios,Ibagué,"Denier House II se encuentra en Ibagué.

Todas las unidades disponen de TV de pantalla plana, baño privado y cocina totalmente equipada.

El aeropuerto (Aeropuerto de Ibagué) está a 10 km.","¿Qué hay cerca?: Game Box - 600 m; Megaparque la 60 - 650 m; Parque La Floresta - 1 km; Parque Ambalema - 1,1 km; Parque Jhon F. Kennedy - 1,1 km; Parque Ambala - 1,2 km; Estación Splash - 1,2 km; Cancha Versalles - 1,2 km; Unidad Deportiva de Ibagué - 1,2 km; Parque - 1,3 km || Restaurantes y cafeterías: RestauranteMartina Restaurante - 50 m; RestauranteVesuvio Pizzeria Lounge Bar - 50 m; RestauranteEmpanadas y Calzones - 100 m || Aeropuertos más cercanos: Aeropuerto de Ibagué - 9 km; Aeropuerto internacional de El Edén - 98 km"
Apartamento 2 habitaciones en Bosque Largo - Ibagué,https://www.booking.com/hotel/co/apartamento-2-habitaciones-en-bosque-largo-ibague.es.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9pYmFndcOpSApYBGgyiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4wtXGBsACAdICJDBlYTQwYzhiLTNhYzctNDdiYi1hMzc2LTIyOWU5ZDI5ODUzONgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=38&sr_order=popularity&srpvid=eb1b6d9c0fb60a41&srepoch=1758814535&from=searchresults,"9,5",46 comentarios,Ibagué,"Apartamento 2 habitaciones en Bosque Largo - Ibagué está en Ibagué, en la región de Tolima, y tiene balcón y vistas al jardín. Este apartamento dispone de parking privado gratis, recepción 24 horas y wifi gratis.

El apartamento de 2 dormitorios dispone de sala de estar con TV de pantalla plana, cocina totalmente equipada con nevera y horno, y 2 baños con albornoces. Hay toallas y ropa de cama en el apartamento.

El aeropuerto (Aeropuerto de Ibagué) está a 8 km.","¿Qué hay cerca?: Cancha 7 et. Jordan - 500 m; Parque La Floresta - 950 m; Parque - 1,2 km; Parque Ambalema - 1,2 km; Cancha 2 Etapa - 1,3 km; parque infantil ciudad luz - 1,4 km; Parque Ambala - 1,4 km; Game Box - 1,5 km; Bioparque Santa Ines - 1,6 km; Parque Jhon F. Kennedy - 1,6 km || Restaurantes y cafeterías: RestauranteCholados 2x1 - 200 m; RestauranteHot Ice Gourmet - 200 m; RestauranteDelicias Mexicanas - 200 m || Aeropuertos más cercanos: Aeropuerto de Ibagué - 7 km"
Primavera house - Habitaciones Full amobladas,https://www.booking.com/hotel/co/primavera-house-habitaciones-full-amobladas.es.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9pYmFndcOpSApYBGgyiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4wtXGBsACAdICJDBlYTQwYzhiLTNhYzctNDdiYi1hMzc2LTIyOWU5ZDI5ODUzONgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=39&sr_order=popularity&srpvid=eb1b6d9c0fb60a41&srepoch=1758814535&from=searchresults,"9,1",34 comentarios,Ibagué,"Primavera house - Habitaciones Full amobladas está en Ibagué y ofrece alojamiento con wifi gratis y TV de pantalla plana.

Todas las unidades tienen baño privado totalmente equipado con bañera o ducha y artículos de aseo gratuitos.

El aeropuerto (Aeropuerto de Ibagué) está a 9 km.","¿Qué hay cerca?: Cancha 7 et. Jordan - 100 m; Bioparque Santa Ines - 1 km; Reserva Ecológica Mina del Vergel - 1,4 km; Parque La Floresta - 1,4 km; Parque - 1,7 km; Cancha 2 Etapa - 1,7 km; Parque Ambalema - 1,7 km; Estación Splash - 1,7 km; Parque de la Música - 1,7 km; parque infantil ciudad luz - 1,9 km || Restaurantes y cafeterías: RestauranteParadise Restaurante - 150 m; RestauranteMozzarela Pizza - 300 m; RestauranteCaramelos - 300 m || Aeropuertos más cercanos: Aeropuerto de Ibagué - 8 km; Aeropuerto internacional de El Edén - 99 km"
Apartamento Completo Parqueadero - Ibagué - cerezo,https://www.booking.com/hotel/co/apartamento-completo-parqueadero-ibague-cerezo.es.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9pYmFndcOpSApYBGgyiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4wtXGBsACAdICJDBlYTQwYzhiLTNhYzctNDdiYi1hMzc2LTIyOWU5ZDI5ODUzONgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=40&sr_order=popularity&srpvid=eb1b6d9c0fb60a41&srepoch=1758814535&from=searchresults,"9,1",99 comentarios,Ibagué,"Apartamento Completo Parqueadero - Ibagué - cerezo se encuentra en Ibagué, en la región de Tolima, y tiene jardín. Este apartamento ofrece parking privado gratis, recepción 24 horas y wifi gratis.

El apartamento cuenta con terraza y vistas a la ciudad, y dispone de 3 dormitorios, una sala de estar, TV de pantalla plana, una cocina equipada con nevera y fogones, y 2 baños con ducha. Hay toallas y ropa de cama en el apartamento.

El aeropuerto (Aeropuerto de Ibagué) está a 8 km.","¿Qué hay cerca?: Cancha 2 Etapa - 400 m; Parque - 550 m; Parque La Floresta - 650 m; Parque Ambalema - 650 m; Parque Ambala - 800 m; Parque Jhon F. Kennedy - 850 m; Game Box - 1 km; parque infantil ciudad luz - 1,1 km; Cancha 7 et. Jordan - 1,2 km; cancha ciudadela bolivar - 1,8 km || Restaurantes y cafeterías: RestauranteLa Sazón de Pape - 100 m; RestaurantePomodoros Pizza - 150 m; RestauranteMr Ceviches - 150 m || Aeropuertos más cercanos: Aeropuerto de Ibagué - 7 km"
Espectacular Apartamento Ibagué,https://www.booking.com/hotel/co/espectacular-apartamento-ibague-ibague1.es.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9pYmFndcOpSApYBGgyiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4wtXGBsACAdICJDBlYTQwYzhiLTNhYzctNDdiYi1hMzc2LTIyOWU5ZDI5ODUzONgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=41&sr_order=popularity&srpvid=eb1b6d9c0fb60a41&srepoch=1758814535&from=searchresults,"8,2",19 comentarios,Ibagué,"Espectacular Apartamento Ibagué, que tiene piscina al aire libre y vistas a la montaña, está en Ibagué. Este apartamento tiene piscina privada, jardín y parking privado gratis.

El apartamento dispone de 3 dormitorios, 2 baños, ropa de cama, toallas, TV de pantalla plana, zona de comedor, cocina totalmente equipada y balcón con vistas a la ciudad. Para mayor comodidad, el alojamiento puede ofrecer toallas y ropa de cama por un suplemento.

El personal de recepción puede dar consejos sobre qué hacer o cómo moverse por la zona.

El apartamento ofrece bañera de hidromasaje.

El aeropuerto (Aeropuerto de Ibagué) está a 8 km.","¿Qué hay cerca?: Recreacafe - 600 m; Parque Mirolindo - 1 km; parque infantil ciudad luz - 2,4 km; Parque Infantil - 2,8 km; Club Campestre de Ibague - 2,9 km; cancha ciudadela bolivar - 3,1 km; leisure - 3,2 km; Parque Nuevo Horizonte - 3,5 km; Plazoleta Comfenalco Cuarta Etapa - 3,5 km; Parque Jhon F. Kennedy - 3,7 km || Restaurantes y cafeterías: RestauranteRestaurante El Monasterio - 1,5 km; RestauranteLa Frijolada - 800 m; RestauranteContáiner City Ibague - 900 m || Aeropuertos más cercanos: Aeropuerto de Ibagué - 6 km"
Apartamento Conjunto Mallorca - La Samaria - Mirolindo,https://www.booking.com/hotel/co/apartamento-conjunto-mallorca-la-samaria-mirolindo.es.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9pYmFndcOpSApYBGgyiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4wtXGBsACAdICJDBlYTQwYzhiLTNhYzctNDdiYi1hMzc2LTIyOWU5ZDI5ODUzONgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=42&sr_order=popularity&srpvid=eb1b6d9c0fb60a41&srepoch=1758814535&from=searchresults,"9,5",45 comentarios,Ibagué,"Apartamento Conjunto Mallorca - La Samaria - Mirolindo se encuentra en Ibagué. Este alojamiento ofrece ping pong, parking privado gratis y wifi gratis.

El apartamento cuenta con 3 dormitorios, 2 baños, ropa de cama, toallas, TV de pantalla plana con canales por cable, zona de comedor, cocina totalmente equipada y balcón con vistas al jardín.

El personal de recepción puede dar consejos sobre la zona.

El aeropuerto (Aeropuerto de Ibagué) está a 5 km.","¿Qué hay cerca?: Recreacafe - 800 m; Parque Mirolindo - 1,6 km; Parque Infantil - 1,7 km; Club Campestre de Ibague - 2,4 km; Plazoleta Comfenalco Cuarta Etapa - 2,4 km; Parque Nuevo Horizonte - 2,4 km; leisure - 2,5 km; Parque Plazoleta San Remo - 2,6 km; Mega parque Santa Rita - 2,9 km; parque infantil ciudad luz - 3 km || Restaurantes y cafeterías: RestauranteDon Matías - 350 m; Cafetería/barDunkin' Donuts - 400 m; RestauranteRestaurante Don matías - 400 m || Aeropuertos más cercanos: Aeropuerto de Ibagué - 4,8 km"
Denier House Guabinal 102,https://www.booking.com/hotel/co/denier-house-guabinal-102.es.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9pYmFndcOpSApYBGgyiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4wtXGBsACAdICJDBlYTQwYzhiLTNhYzctNDdiYi1hMzc2LTIyOWU5ZDI5ODUzONgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=43&sr_order=popularity&srpvid=eb1b6d9c0fb60a41&srepoch=1758814535&from=searchresults,"8,6",5 comentarios,Ibagué,"Denier House Guabinal 102 se encuentra en Ibagué, en la región de Tolima, y dispone de balcón. Este apartamento ofrece terraza, además de wifi gratis.

El apartamento de 1 dormitorio cuenta con sala de estar con TV de pantalla plana, cocina totalmente equipada y 1 baño.

El aeropuerto (Aeropuerto de Ibagué) está a 10 km.","¿Qué hay cerca?: Megaparque la 60 - 600 m; Unidad Deportiva de Ibagué - 750 m; Estación Splash - 1,1 km; Bioparque Avenida Ferrocarril - 1,3 km; Cancha Versalles - 1,4 km; Game Box - 1,5 km; Parque La Floresta - 1,7 km; Parque Ambalema - 1,8 km; Parque Jhon F. Kennedy - 1,9 km; Parque Ambala - 1,9 km || Restaurantes y cafeterías: RestauranteAsaderos Mirolindo - 30 m; RestaurantePechugones - 40 m; RestauranteMirador de la Guavinal - 30 m || Aeropuertos más cercanos: Aeropuerto de Ibagué - 9 km; Aeropuerto internacional de El Edén - 98 km"
Aparta estudio en Ibagué,https://www.booking.com/hotel/co/aparta-estudio-en-ibague.es.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9pYmFndcOpSApYBGgyiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4wtXGBsACAdICJDBlYTQwYzhiLTNhYzctNDdiYi1hMzc2LTIyOWU5ZDI5ODUzONgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=44&sr_order=popularity&srpvid=eb1b6d9c0fb60a41&srepoch=1758814535&from=searchresults,"8,5",73 comentarios,Ibagué,"Aparta estudio en Ibagué está en Ibagué. Este apartamento ofrece alojamiento con wifi gratis.

Este apartamento cuenta con 1 dormitorio, TV de pantalla plana por cable y cocina.

El aeropuerto (Aeropuerto de Ibagué) está a 9 km.","¿Qué hay cerca?: cancha ciudadela bolivar - 900 m; Parque Bioecológico San Luisú - 1,5 km; Parque Colinas del Norte - 1,6 km; Parque de la Música - 1,8 km; Universidad cooperativa de colombia - 2 km; parque infantil ciudad luz - 2 km; Parque del Barrio Pacande - 2,1 km; Bioparque Santa Ines - 2,4 km; Cancha 2 Etapa - 2,9 km; Parque - 3,1 km || Restaurantes y cafeterías: RestauranteMaxi Fruit - 900 m; RestauranteAsadero Tolipollo N2 - 1,1 km; RestauranteAsadero Tolipollo 2 - 1,4 km || Aeropuertos más cercanos: Aeropuerto de Ibagué - 5 km"
Apartamento con hermosa vista 502,https://www.booking.com/hotel/co/apartamento-con-hermosa-vista-502.es.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9pYmFndcOpSApYBGgyiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4wtXGBsACAdICJDBlYTQwYzhiLTNhYzctNDdiYi1hMzc2LTIyOWU5ZDI5ODUzONgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=45&sr_order=popularity&srpvid=eb1b6d9c0fb60a41&srepoch=1758814535&from=searchresults,"8,4",22 comentarios,Ibagué,"Apartamento con hermosa vista 502 está en Ibagué. Este alojamiento ofrece parking privado gratis, wifi gratis y acceso a una terraza.

Este apartamento ofrece acceso directo a un balcón y cuenta con 1 dormitorio independiente y cocina totalmente equipada. Hay TV de pantalla plana.

El aeropuerto (Aeropuerto de Ibagué) está a 9 km.","¿Qué hay cerca?: Megaparque la 60 - 450 m; Game Box - 900 m; Unidad Deportiva de Ibagué - 1,1 km; Cancha Versalles - 1,2 km; Estación Splash - 1,2 km; Parque La Floresta - 1,3 km; Parque Ambalema - 1,3 km; Parque Jhon F. Kennedy - 1,4 km; Bioparque Avenida Ferrocarril - 1,4 km; Parque Ambala - 1,4 km || Restaurantes y cafeterías: RestauranteBroasted Chiken - 50 m; RestauranteGallo Pinto - 50 m; Cafetería/barMojito Bar - 100 m || Aeropuertos más cercanos: Aeropuerto de Ibagué - 9 km; Aeropuerto internacional de El Edén - 98 km"
Alojamiento Central Ibagué,https://www.booking.com/hotel/co/acogedor-apartamento-ibague1.es.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9pYmFndcOpSApYBGgyiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4wtXGBsACAdICJDBlYTQwYzhiLTNhYzctNDdiYi1hMzc2LTIyOWU5ZDI5ODUzONgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=46&sr_order=popularity&srpvid=eb1b6d9c0fb60a41&srepoch=1758814536&from=searchresults,"8,6",81 comentarios,Ibagué,"Alojamiento Central Ibagué está en Ibagué y ofrece jardín y terraza.

El apartamento dispone de 2 dormitorios independientes, 1 baño, cocina totalmente equipada con zona de comedor y lavavajillas, y sala de estar con TV de pantalla plana. Para mayor comodidad, el alojamiento puede ofrecer toallas y ropa de cama por un suplemento.

El aeropuerto (Aeropuerto de Ibagué) está a 11 km.","¿Qué hay cerca?: Parque Antigua Locomotora - 1 km; Bioparque Avenida Ferrocarril - 1,1 km; Plazoleta Dulima - 1,6 km; Unidad Deportiva de Ibagué - 1,7 km; Parque Centenario - 2,2 km; Parque Bolívar - 2,2 km; Parque de la Música - 2,3 km; Cancha Versalles - 2,5 km; Juegos Infantiles Maracana - 2,5 km; Walking Walking - 2,5 km || Restaurantes y cafeterías: RestauranteSpecial Gelato - 300 m; Restaurantea la Cama Gourmet - 350 m; RestauranteSanto Domingo - 350 m || Aeropuertos más cercanos: Aeropuerto de Ibagué - 11 km; Aeropuerto internacional de El Edén - 95 km"
Hermoso apartamento ibagué 202 F2,https://www.booking.com/hotel/co/hermoso-apartamento-201-ibague.es.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9pYmFndcOpSApYBGgyiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK4wtXGBsACAdICJDBlYTQwYzhiLTNhYzctNDdiYi1hMzc2LTIyOWU5ZDI5ODUzONgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=47&sr_order=popularity&srpvid=eb1b6d9c0fb60a41&srepoch=1758814536&from=searchresults,"7,9",29 comentarios,Ibagué,"Hermoso apartamento ibagué 202 F2 está en Ibagué.

Hay parking privado gratis en el apartamento.

El aeropuerto (Aeropuerto de Ibagué) está a 9 km.","¿Qué hay cerca?: Megaparque la 60 - 600 m; Game Box - 650 m; Unidad Deportiva de Ibagué - 950 m; Parque La Floresta - 1 km; Parque Ambalema - 1,1 km; Cancha Versalles - 1,1 km; Parque Jhon F. Kennedy - 1,2 km; Parque Ambala - 1,2 km; Parque - 1,3 km; Bioparque Avenida Ferrocarril - 1,3 km || Restaurantes y cafeterías: RestauranteMartina Restaurante - 150 m; RestauranteDominos - 200 m; RestauranteGallo Pinto - 150 m || Aeropuertos más cercanos: Aeropuerto de Ibagué - 9 km; Aeropuerto internacional de El Edén - 98 km"
